Collection Title,"Somali Songs, 1955-1991: The Maryan “Aryette” Omar Ali Collection"
Collection Dates,Creation: 1955 - 1991
Collection Identifier,AWM Spec Coll 103
EAD ID,mus00044

Database Number,Component Title,Component Date,Start Year,End Year,Component identifier,Container info,Component type,Component creator,Digital content link,Access Note,Physical description,Level 1,Level 2
mus00044c00515,Side A. Track 1: Dardaaran,"",1974-03-12,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 57 (Miscellaneous), 
mus00044c00516,Side A. Track 2: Cunnaabi,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 57 (Miscellaneous), 
mus00044c00517,Side A. Track 3: Laalay,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 57 (Miscellaneous), 
mus00044c00518,Side A. Track 4: Garasho iyo wanaag,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 57 (Miscellaneous), 
mus00044c00519,Side B. Track 1: Malaggii ku dilay ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 57 (Miscellaneous), 
mus00044c00520,Side B. Track 2: Aakaba,"",1972,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 57 (Miscellaneous), 
mus00044c00521,Side B. Track 3: Siraadeey,"",1973,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 57 (Miscellaneous), 
mus00044c00522,Side B. Track 4: Raaxeeye ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 57 (Miscellaneous), 
mus00044c00061,Untitled: Cassette 58 (Miscellaneous),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12256",item,,"","","",Audiocassettes, , 
mus00044c00523,Side A. (Songs of the Independence Struggle) Track 1: Way dagatay maantee (or Wax dhan baan dulqaatee),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 58 (Miscellaneous), 
mus00044c00524,Side A. (Songs of the Independence Struggle) Track 2: Labadeenna Seefood ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 58 (Miscellaneous), 
mus00044c00525,Side A. (Songs of the Independence Struggle) Track 3: Ruushkii dadqalatoo ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 58 (Miscellaneous), 
mus00044c00526,Side A. (Songs of the Independence Struggle) Track 4: Ruushkii Dad Qalatoo (or: Ruushkii dad qalatoo),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 58 (Miscellaneous), 
mus00044c00527,Side B. Track 1: Ruushkii Dad Qalatoo (or: Ruushkii dad qalatoo) ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 58 (Miscellaneous), 
mus00044c00528,Side B. Track 2: Mid yar oo dardaaran ah,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 58 (Miscellaneous), 
mus00044c00529,Side B. Track 3: Xiddigaha u sidataa ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 58 (Miscellaneous), 
mus00044c00530,Side B. Track 4: Bilan,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 58 (Miscellaneous), 
mus00044c00531,Side B. Track 5: Yuglada,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 58 (Miscellaneous), 
mus00044c00063,Maxamed Mooge Liibaan (Mohamed Mogeh Liban),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12257",item,,"","","",Audiocassettes, , 
mus00044c00532,Side A. Track 1: Ciil,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamed Mooge Liibaan (Mohamed Mogeh Liban), 
mus00044c00533,Side A. Track 2: Xabiibat al-`umr (Sudanese song),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamed Mooge Liibaan (Mohamed Mogeh Liban), 
mus00044c00534,Side A. Track 3: Sabarta ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamed Mooge Liibaan (Mohamed Mogeh Liban), 
mus00044c00535,Side A. Track 4: Calanyahow,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamed Mooge Liibaan (Mohamed Mogeh Liban), 
mus00044c00536,Side A. Track 5: Raaxeeye ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamed Mooge Liibaan (Mohamed Mogeh Liban), 
mus00044c00537,Side A. Track 6: Nugul ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamed Mooge Liibaan (Mohamed Mogeh Liban), 
mus00044c00538,Side A. Track 7: Wayeel dadow (or: Wacdaraha adduunka),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamed Mooge Liibaan (Mohamed Mogeh Liban), 
mus00044c00539,Side B. Track 1: Cabdi Qays ba weydii,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamed Mooge Liibaan (Mohamed Mogeh Liban), 
mus00044c00540,Side B. Track 2: I xusuuso gabadhyahay,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamed Mooge Liibaan (Mohamed Mogeh Liban), 
mus00044c00541,Side B. Track 3: Habeendhalad,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamed Mooge Liibaan (Mohamed Mogeh Liban), 
mus00044c00542,Side B. Track 4: Dadka ha iska weyneyn,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamed Mooge Liibaan (Mohamed Mogeh Liban), 
mus00044c00543,Side B. Track 5: Waan waan,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamed Mooge Liibaan (Mohamed Mogeh Liban), 
mus00044c00544,Side B. Track 6: Aakhiro,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamed Mooge Liibaan (Mohamed Mogeh Liban), 
mus00044c00545,Side B. Track 7: Anigoo warka kaa rabo,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamed Mooge Liibaan (Mohamed Mogeh Liban), 
mus00044c00064,Waa La Guursadee By Axmed Naaji Sacad (Ahmed Naji Sa'd),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12258",item,,"","","",Audiocassettes, , 
mus00044c00546,Side A. Track 1: Waa la guursadee,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Waa La Guursadee By Axmed Naaji Sacad (Ahmed Naji Sa'd), 
mus00044c00547,Side A. Track 2: Muuqaaga,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Waa La Guursadee By Axmed Naaji Sacad (Ahmed Naji Sa'd), 
mus00044c00548,Side A. Track 3: Wallee Wallee wanaageey,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Waa La Guursadee By Axmed Naaji Sacad (Ahmed Naji Sa'd), 
mus00044c00549,Side A. Track 4: Aragsameey,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Waa La Guursadee By Axmed Naaji Sacad (Ahmed Naji Sa'd), 
mus00044c00550,Side B. Track 1: Waan guurayee,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Waa La Guursadee By Axmed Naaji Sacad (Ahmed Naji Sa'd), 
mus00044c00551,Side B. Track 2: Guhaad,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Waa La Guursadee By Axmed Naaji Sacad (Ahmed Naji Sa'd), 
mus00044c00552,Side B. Track 3: Naf qaad,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Waa La Guursadee By Axmed Naaji Sacad (Ahmed Naji Sa'd), 
mus00044c00065,Untitled: Cassette 61 (Miscellaneous),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12259",item,,"","","",Audiocassettes, , 
mus00044c00553,Side A. Track 1: Caashaqa Ha Baayicin ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 61 (Miscellaneous), 
mus00044c00554,Side A. Track 2: Duntu iigu kaa xidhan,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 61 (Miscellaneous), 
mus00044c00555,Side A. Track 3: Sidaa ma isku qabnaa  ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 61 (Miscellaneous), 
mus00044c00556,Side A. Track 4: Markaan dawga eegnaba  ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 61 (Miscellaneous), 
mus00044c00557,Side B. Track 1: Soo haabo hobo oo kac ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 61 (Miscellaneous), 
mus00044c00558,Side B. Track 2: Jaw nabadgelyo ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 61 (Miscellaneous), 
mus00044c00559,Side B. Track 3: Gorayooy gabbal kuu dhac ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 61 (Miscellaneous), 
mus00044c00560,Side B. Track 4: Caashaqa ha baayicin ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Untitled: Cassette 61 (Miscellaneous), 
mus00044c00066,Xasan Aadan Samatar (Hasan Aden Samatar),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12260",item,,"","","",Audiocassettes, , 
mus00044c00561,Side A. Track 1: La bashaala caawa,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Xasan Aadan Samatar (Hasan Aden Samatar), 
mus00044c00562,Side A. Track 2: Sidirgam,"",1976,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Xasan Aadan Samatar (Hasan Aden Samatar), 
mus00044c00563,Side A. Track 3: Saxarlaay  (or: Sabigii yaraydee),"",1976,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Xasan Aadan Samatar (Hasan Aden Samatar), 
mus00044c00564,"Side A. Track 4: Guuleed ma Joogaa [incomplete]
","",1976,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Xasan Aadan Samatar (Hasan Aden Samatar), 
mus00044c00565,Side B. Track 1: Sawirkii Siciida,"",1976,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Xasan Aadan Samatar (Hasan Aden Samatar), 
mus00044c00566,Side B. Track 2: Ladan jacaylkaa,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Xasan Aadan Samatar (Hasan Aden Samatar), 
mus00044c00567,Side B. Track 3: Ayaamaha Ilaahay,"",1975,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Xasan Aadan Samatar (Hasan Aden Samatar), 
mus00044c00067,Djibouti Singers,"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12261",item,,"","","",Audiocassettes, , 
mus00044c00568,Side A. Track 1: Hay yaa,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Djibouti Singers, 
mus00044c00569,Side A. Track 2: Kuwii ina hagi lahaa,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Djibouti Singers, 
mus00044c00570,Side A. Track 3: Dayax soo iftiimay ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Djibouti Singers, 
mus00044c00571,Side B. Track 1: Waa filin adduunyadu,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Djibouti Singers, 
mus00044c00572,Side B. Track 2: Waayaha Eegoo ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Djibouti Singers, 
mus00044c00573,Side B. Track 3: Siday adiga kula tahay,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Djibouti Singers, 
mus00044c00068,Fadumo Duur and Maxamuud Maxamad “Xeebow” (Faduma Duur and Mohamud Mohamed “Heebow”),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12262",item,,"","","",Audiocassettes, , 
mus00044c00574,Side A. Track 1: Abbaaye Abboowe,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Fadumo Duur and Maxamuud Maxamad “Xeebow” (Faduma Duur and Mohamud Mohamed “Heebow”), 
mus00044c00575,Side A. Track 2: Ma ogtahay Salaanow  ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Fadumo Duur and Maxamuud Maxamad “Xeebow” (Faduma Duur and Mohamud Mohamed “Heebow”), 
mus00044c00578,Side A. Track 3: Heedhe gabadhyahay   ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Fadumo Duur and Maxamuud Maxamad “Xeebow” (Faduma Duur and Mohamud Mohamed “Heebow”), 
mus00044c00576,Side B. Track 1: Dhunkashadu ba waa sed ee,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Fadumo Duur and Maxamuud Maxamad “Xeebow” (Faduma Duur and Mohamud Mohamed “Heebow”), 
mus00044c00577,Side B. Track 2: Haddii aan waraaqaha ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Fadumo Duur and Maxamuud Maxamad “Xeebow” (Faduma Duur and Mohamud Mohamed “Heebow”), 
mus00044c00579,Side B. Track 3: Waxaan sheego ma aqaan [incomplete],"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Fadumo Duur and Maxamuud Maxamad “Xeebow” (Faduma Duur and Mohamud Mohamed “Heebow”), 
mus00044c00069,Maxamad Suleebaan (Mohamed Suleiman),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12263",item,,"","","",Audiocassettes, , 
mus00044c00580,Side A. Track 1: Raaxeeye ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamad Suleebaan (Mohamed Suleiman), 
mus00044c00581,Side A. Track 2: Hayaan (or Aa haa aa haa) ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamad Suleebaan (Mohamed Suleiman), 
mus00044c00582,Side A. Track 3: Iga tiiri caashaqa (or: Taallo maw u samaysaan),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamad Suleebaan (Mohamed Suleiman), 
mus00044c00583,Side B. Track 1: Hooyooy la’aanta (or: Hooyo),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamad Suleebaan (Mohamed Suleiman), 
mus00044c00584,Side B. Track 2: Uur hooyo,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamad Suleebaan (Mohamed Suleiman), 
mus00044c00585,Side B. Track 3: Googga waa hadal ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamad Suleebaan (Mohamed Suleiman), 
mus00044c00070,"From the Play ""Geeddigii Kowaad""","",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12264",item,,"","","",Audiocassettes, , 
mus00044c00586, Side A. Track 1: Waa ba la i arimiyaa ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"From the Play ""Geeddigii Kowaad""", 
mus00044c00587,Side A. Track 2: Caashaqa irmaan,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"From the Play ""Geeddigii Kowaad""", 
mus00044c00588,Side A. Track 3: Maxaa nabarka ugu wacan,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"From the Play ""Geeddigii Kowaad""", 
mus00044c00589,Side B. Track 1: Hawadii cartaadiyo,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"From the Play ""Geeddigii Kowaad""", 
mus00044c00590,Side B. Track 2: Cibaaraleey Adduunyooy,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"From the Play ""Geeddigii Kowaad""", 
mus00044c00591,Side B. Track 3: Waana midabka dunida,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"From the Play ""Geeddigii Kowaad""", 
mus00044c00592,Side B. Track 4: Geesigii Jiree,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"From the Play ""Geeddigii Kowaad""", 
mus00044c00593,"Side B. Track 5: Koowaao
","",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"From the Play ""Geeddigii Kowaad""", 
mus00044c00071,From the Play “Bidaar sibiq bay kugu gashaa”,"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12265",item,,"","","",Audiocassettes, , 
mus00044c00594,Side A. Track 1: Go’a yaa ila huwaday,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,From the Play “Bidaar sibiq bay kugu gashaa”, 
mus00044c00595,Side A. Track 2: Waa sagal adduunyada,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,From the Play “Bidaar sibiq bay kugu gashaa”, 
mus00044c00596,Side A. Track 3: Milgaha Guurka,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,From the Play “Bidaar sibiq bay kugu gashaa”, 
mus00044c00597,Side B. Track 1: Geyiga and adigaba,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,From the Play “Bidaar sibiq bay kugu gashaa”, 
mus00044c00598,Side B. Track 2: Dhukan baa abaar moog,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,From the Play “Bidaar sibiq bay kugu gashaa”, 
mus00044c00601,Side B. Track 3: Bidaari sibiq bay kugu gashaa,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,From the Play “Bidaar sibiq bay kugu gashaa”, 
mus00044c00072,Songs from Djibouti,"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12266",item,,"","","",Audiocassettes, , 
mus00044c00602,Side A: Track 1: Hadda gacalo inan yahay,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from Djibouti, 
mus00044c00603,Side A: Track 2: Xusul-duuba abidkiin (or: Geelu),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from Djibouti, 
mus00044c00604,Side A: Track 3: Alla adhaxda uurkiyo,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from Djibouti, 
mus00044c00605,Side A: Track 4: Gobannimo,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from Djibouti, 
mus00044c00606,Side A: Track 5: Calankeenu wuxuu yaal,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from Djibouti, 
mus00044c00607,Side B: Track 1: Allahayow codkaygiyo,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from Djibouti, 
mus00044c00608,Side B: Track 2: Geesigii Jiree,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from Djibouti, 
mus00044c00609,Side B: Track 3: Untitled (Afar song),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from Djibouti, 
mus00044c00610,Side B: Track 4: Maxaa nabarka ugu wacan,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Songs from Djibouti, 
mus00044c00073,Axmed Mooge Liibaan (Ahmed Mogeh Liban),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12267",item,,"","","",Audiocassettes, , 
mus00044c00611,Side A. Track 1: Baal goray ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Axmed Mooge Liibaan (Ahmed Mogeh Liban), 
mus00044c00612,Side A. Track 2: Sida Hawdka Laandheer,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Axmed Mooge Liibaan (Ahmed Mogeh Liban), 
mus00044c00613,Side A. Track 3: Gunnuunuc,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Axmed Mooge Liibaan (Ahmed Mogeh Liban), 
mus00044c00614,Side A. Track 4: Ciil ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Axmed Mooge Liibaan (Ahmed Mogeh Liban), 
mus00044c00615,Side B. Track 1: Gadar ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Axmed Mooge Liibaan (Ahmed Mogeh Liban), 
mus00044c00616,Side B. Track 2: Haween ugu fil-rooneey,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Axmed Mooge Liibaan (Ahmed Mogeh Liban), 
mus00044c00617,Side B. Track 3: Waris,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Axmed Mooge Liibaan (Ahmed Mogeh Liban), 
mus00044c00618,Side B. Track 4: Canabeey,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Axmed Mooge Liibaan (Ahmed Mogeh Liban), 
mus00044c00074,Qaraami Songs,"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12268",item,,"","","",Audiocassettes, , 
mus00044c00619,Side A. Track 1: Ciil ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Qaraami Songs, 
mus00044c00620,Side A. Track 2: Wacaneey,"",1969-01-26,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Qaraami Songs, 
mus00044c00621,Side A. Track 3: Sabaalo (or Samr aan lahaano),"",1969-04-12,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Qaraami Songs, 
mus00044c00622,Side B. Track 1: Title: Xaafuun,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Qaraami Songs, 
mus00044c00623,Side B. Track 2: Naf jacayl haleelay,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Qaraami Songs, 
mus00044c00624,Side B. Track 3: La yaab malaha dhookhu (or Ma dayrkii Makkaan gubay),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Qaraami Songs, 
mus00044c00075,Xasan Ismaacill,"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12269",item,,"","","",Audiocassettes, , 
mus00044c00625,Side A. Track 1: Kolna se gaabsan maayee,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Xasan Ismaacill, 
mus00044c00626,Side A. Track 2: Markaan kala gadoodneen,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Xasan Ismaacill, 
mus00044c00627,Side A. Track 3: Illayn talo isuma kaa sheegto,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Xasan Ismaacill, 
mus00044c00628,Side A. Track 4: Rifdoor ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Xasan Ismaacill, 
mus00044c00629,Side B. Track 1: Laydh caashaq,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Xasan Ismaacill, 
mus00044c00630,Side B. Track 2: Isla joogi mayno,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Xasan Ismaacill, 
mus00044c00631,Side B. Track 3: Bisha oo labiyo toban ah ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Xasan Ismaacill, 
mus00044c00632,Side B. Track 4: Xalaan oo barraarugay,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Xasan Ismaacill, 
mus00044c00076,"From the Play ""Qabrigii Jacaylka""","",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12270",item,,"","","",Audiocassettes, , 
mus00044c00633,Side A. Track 1: Rafiiqaygiyeey,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"From the Play ""Qabrigii Jacaylka""", 
mus00044c00634,Side A. Track 2: Soo orod,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"From the Play ""Qabrigii Jacaylka""", 
mus00044c00635,Side A. Track 3: Ma inaad laba eef ahaataa,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"From the Play ""Qabrigii Jacaylka""", 
mus00044c00636,Side A. Track 4: Axmad Guray  ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"From the Play ""Qabrigii Jacaylka""", 
mus00044c00637,Side B. Track 1: Dhayal looma heesee  ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"From the Play ""Qabrigii Jacaylka""", 
mus00044c00638,Side B. Track 2: Haddii jacayl sir laga dhigo (or Soo soco wax ii sheeg),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"From the Play ""Qabrigii Jacaylka""", 
